timestamp,bench id,lat,lng,indicator  a,indicator b,indicator c,indicator d,indicator e,indicator f,indicator g,indicator h,indicator i,indicator j,indicator  k,indicator l,indicator m,indicator n,indicator  o,indicator p
080317123052,014682000781772,42.36146500,-71.089119000,8,1.05,1,0.43,0.23,0.47,309.69,0.08,0.04,9.57,61.27,-73.82,19.59,0.01,0.02,-0.00
080317123059,014682000781772,42.36146500,-71.089119000,5,0.73,1,0.48,0.71,0.48,309.59,0.08,0.12,9.45,61.27,-74.09,19.18,0.01,0.02,-0.00
080317123108,014682000781772,42.36146500,-71.089119000,9,0.68,1,0.33,0.95,0.48,309.69,0.08,0.16,9.45,61.27,-73.82,19.59,0.01,0.02,-0.00
080317123117,014682000781772,42.36146500,-71.089119000,6,1.14,1,0.23,0.48,0.71,309.67,0.12,0.08,9.45,61.36,-74.00,19.29,0.01,0.02,0.00
080317123125,014682000781772,42.36146500,-71.089127000,10,-0.16,1,0.32,0.23,0.94,309.58,0.16,0.04,9.57,61.18,-74.00,18.98,0.01,0.02,0.00
080317123133,014682000781772,42.36157200,-71.089455000,598,-9.53,1,0.33,0.23,0.94,309.82,0.16,0.04,9.57,61.55,-73.82,18.78,0.01,0.02,-0.00
080317123142,014682000781772,42.36153000,-71.089508000,45,-6.96,1,0.29,2.83,0.47,310.00,0.08,0.47,9.53,61.64,-73.45,18.88,0.06,0.02,-0.01
080317123150,014682000781772,42.36151500,-71.089508000,43,-5.77,1,0.24,0.00,0.48,309.88,0.08,0.00,9.45,61.45,-73.55,18.47,0.01,0.02,-0.00
080317123159,014682000781772,42.36151500,-71.089508000,33,-1.44,1,0.54,-0.24,0.48,309.91,0.08,-0.04,9.45,61.36,-73.36,18.78,0.01,0.02,-0.00
080317123207,014682000781772,42.36151500,-71.089508000,28,-1.22,1,0.31,-0.24,0.48,310.01,0.08,-0.04,9.45,61.82,-73.64,18.98,0.01,0.02,-0.00
080317123245,014682000781772,42.36119100,-71.089531000,13,-6.20,0,0.24,0.47,0.24,310.24,0.04,0.08,9.49,62.00,-73.27,19.59,0.03,0.02,0.01
080317123253,014682000781772,42.36124000,-71.089561000,17,-5.00,0,0.80,0.00,1.19,310.11,0.20,0.00,9.45,61.64,-73.18,20.00,0.01,0.02,-0.00
080317123302,014682000781772,42.36127100,-71.089561000,13,-6.08,0,0.52,0.72,0.48,309.92,0.08,0.12,9.34,61.55,-73.55,19.59,0.00,0.02,0.00
080317123310,014682000781772,42.36127100,-71.089561000,10,-3.84,0,0.33,0.00,0.47,310.08,0.08,0.00,9.53,61.82,-73.45,19.49,0.01,0.02,0.00
080317123318,014682000781772,42.36127100,-71.089561000,12,-5.54,0,0.42,-0.24,0.48,310.26,0.08,-0.04,9.38,61.82,-73.00,19.69,0.01,0.02,-0.00
080317123327,014682000781772,42.36128600,-71.089546000,12,-2.88,0,0.45,-0.71,0.24,310.22,0.04,-0.12,9.49,61.82,-73.09,19.39,0.01,0.02,-0.00
080317123336,014682000781772,42.36130500,-71.089546000,24,-4.69,0,0.42,-0.47,0.71,310.29,0.12,-0.08,9.49,61.73,-72.82,19.49,0.01,0.02,-0.00
080317123343,014682000781772,42.36131300,-71.089546000,13,-5.92,0,0.25,-1.67,0.72,310.40,0.12,-0.27,9.41,61.82,-72.64,18.98,0.01,0.02,-0.00
080317123352,014682000781772,42.36132000,-71.089531000,16,-6.37,0,0.92,-2.29,-0.23,310.22,-0.04,-0.39,9.81,61.82,-73.09,19.49,0.03,0.02,0.00
080317123401,014682000781772,42.36132800,-71.089531000,9,-6.46,0,0.40,-0.70,0.70,310.27,0.12,-0.12,9.57,61.91,-73.09,19.39,0.01,0.02,-0.00
080317123409,014682000781772,42.36135100,-71.089531000,17,-5.56,0,0.22,-0.71,0.24,310.23,0.04,-0.12,9.45,61.91,-73.18,18.98,0.01,0.02,0.00
080317123418,014682000781772,42.36137000,-71.089516000,13,-5.81,0,0.42,-0.95,0.47,310.41,0.08,-0.16,9.49,62.00,-72.82,18.78,0.01,0.02,-0.00
080317123425,014682000781772,42.36137800,-71.089516000,11,-6.42,0,0.34,-0.72,0.48,310.26,0.08,-0.12,9.41,61.82,-73.00,19.39,0.01,0.02,-0.00
080317123434,014682000781772,42.36138500,-71.089516000,8,-6.23,0,0.32,-0.71,0.48,310.41,0.08,-0.12,9.45,62.00,-72.82,19.08,0.00,0.02,0.00
080317123443,014682000781772,42.36139300,-71.089516000,31,-5.86,0,0.61,-1.41,-0.23,310.40,-0.04,-0.24,9.57,61.82,-72.64,19.18,-0.00,0.02,-0.00
080317123450,014682000781772,42.36140100,-71.089508000,80,-5.46,0,0.26,-1.43,0.48,310.49,0.08,-0.24,9.45,62.09,-72.73,19.39,0.01,0.02,0.00
080317123459,014682000781772,42.36140800,-71.089508000,41,-2.97,0,0.54,-1.44,0.48,310.25,0.08,-0.24,9.34,61.73,-72.91,19.49,-0.00,0.02,-0.00
080317123508,014682000781772,42.36141600,-71.089508000,81,-1.88,0,0.41,-1.43,0.95,310.56,0.16,-0.24,9.41,62.09,-72.55,18.88,0.01,0.02,-0.00
080317123515,014682000781772,42.36143500,-71.089508000,13,-4.53,0,0.23,-1.44,0.00,310.36,0.00,-0.24,9.38,61.73,-72.64,18.47,0.00,0.02,0.00
080317123525,014682000781772,42.36145800,-71.089508000,11,-4.40,0,0.33,-0.95,0.24,310.44,0.04,-0.16,9.45,61.82,-72.55,18.78,0.01,0.02,0.00
080317123532,014682000781772,42.36145800,-71.089508000,10,-4.89,0,0.37,-0.71,0.24,310.41,0.04,-0.12,9.45,61.91,-72.73,18.88,0.01,0.02,-0.00
080317123541,014682000781772,42.36146500,-71.089508000,10,-6.80,0,0.95,0.00,1.93,310.32,0.31,0.00,9.34,61.73,-72.73,18.88,-0.01,0.02,0.00
080317123550,014682000781772,42.36146500,-71.089508000,9,-4.77,0,0.54,-0.95,0.71,310.48,0.12,-0.16,9.45,61.91,-72.55,19.49,0.01,0.02,-0.00
080317123558,014682000781772,42.36146500,-71.089508000,12,-3.95,0,0.37,-0.96,0.48,310.36,0.08,-0.16,9.38,61.82,-72.73,18.88,0.01,0.02,-0.00
080317123607,014682000781772,42.36147300,-71.089508000,9,-2.26,0,0.42,-1.42,0.47,310.36,0.08,-0.24,9.49,61.73,-72.64,18.47,0.01,0.02,0.00
080317123614,014682000781772,42.36147300,-71.089508000,17,-4.17,0,0.44,-0.96,0.72,310.59,0.12,-0.16,9.38,62.00,-72.36,18.78,0.01,0.02,0.00
080317123623,014682000781772,42.36147300,-71.089508000,16,-6.43,0,0.27,-0.94,0.47,310.48,0.08,-0.16,9.53,61.91,-72.55,18.88,0.01,0.02,-0.00
080317123631,014682000781772,42.36148500,-71.089493000,9,-6.64,0,0.47,-0.48,0.24,310.16,0.04,-0.08,9.45,61.45,-72.82,18.88,0.02,0.02,-0.00
080317123640,014682000781772,42.36149200,-71.089493000,179,-3.33,0,0.36,-1.43,0.48,310.39,0.08,-0.24,9.45,61.64,-72.45,18.98,-0.01,0.02,-0.01
080317123648,014682000781772,42.36149200,-71.089493000,133,-1.38,0,0.31,-1.43,0.72,310.40,0.12,-0.24,9.41,61.82,-72.64,19.29,0.01,0.02,-0.00
080317123656,014682000781772,42.36150000,-71.089493000,217,-3.48,0,0.35,-1.66,0.48,310.38,0.08,-0.27,9.45,61.55,-72.36,18.98,0.01,0.02,-0.00
080317123705,014682000781772,42.36150700,-71.089493000,97,-2.38,0,0.67,-0.95,0.24,310.45,0.04,-0.16,9.45,61.55,-72.18,18.37,-0.00,0.02,0.00
080317123713,014682000781772,42.36151500,-71.089493000,623,-7.29,0,0.31,-0.47,0.47,310.27,0.08,-0.08,9.53,61.55,-72.64,18.98,0.01,0.02,-0.00
080317123722,014682000781772,42.36151500,-71.089493000,407,-7.13,0,0.19,-0.48,0.24,310.29,0.04,-0.08,9.45,61.82,-72.91,19.49,0.01,0.02,0.00
080317123805,014682000781772,42.36176700,-71.088974000,1130,0.25,0,0.31,-0.24,0.24,310.20,0.04,-0.04,9.45,61.55,-72.82,19.29,0.01,0.02,-0.00
080317123813,014682000781772,42.36137800,-71.089561000,957,0.24,0,0.31,-0.95,0.47,310.17,0.08,-0.16,9.49,61.55,-72.91,19.18,0.01,0.02,-0.00
080317123822,014682000781772,42.36132000,-71.089508000,908,0.25,0,0.24,-0.24,0.48,310.29,0.08,-0.04,9.45,61.73,-72.82,19.39,0.01,0.02,-0.00
080317123830,014682000781772,42.36132000,-71.089508000,865,0.32,0,0.33,-0.96,0.48,310.45,0.08,-0.16,9.38,62.00,-72.73,19.59,0.01,0.02,0.00
080317123839,014682000781772,42.36132000,-71.089508000,816,0.32,0,0.39,-0.48,0.48,310.06,0.08,-0.08,9.45,61.45,-73.09,18.98,0.01,0.02,0.00
080317123847,014682000781772,42.36132000,-71.089493000,826,0.38,0,0.22,-0.48,0.48,310.33,0.08,-0.08,9.41,61.82,-72.82,19.39,0.01,0.02,0.00
080317123855,014682000781772,42.36132800,-71.089493000,829,0.34,0,0.46,-0.48,0.48,310.21,0.08,-0.08,9.45,61.64,-72.91,19.08,0.01,0.02,-0.00
080317123904,014682000781772,42.36132800,-71.089493000,827,0.32,0,0.35,-0.71,0.24,310.22,0.04,-0.12,9.53,61.73,-73.00,18.98,0.01,0.02,-0.00
080317123912,014682000781772,42.36132800,-71.089493000,827,0.31,0,0.26,-0.72,0.95,310.20,0.16,-0.12,9.41,61.55,-72.82,19.69,0.01,0.02,-0.00
080317123920,014682000781772,42.36132800,-71.089493000,842,0.33,0,0.36,-0.24,0.47,310.29,0.08,-0.04,9.49,61.73,-72.82,19.39,0.01,0.02,-0.00
080317123929,014682000781772,42.36132800,-71.089508000,848,0.42,0,0.34,-0.48,0.24,310.33,0.04,-0.08,9.45,61.82,-72.82,19.59,0.01,0.02,-0.00
080317123937,014682000781772,42.36132800,-71.089508000,838,0.46,0,0.33,-0.95,0.47,310.31,0.08,-0.16,9.49,61.55,-72.55,19.29,0.01,0.02,-0.00
080317123945,014682000781772,42.36132800,-71.089508000,855,0.42,0,0.14,-0.47,0.24,310.05,0.04,-0.08,9.49,61.36,-73.00,19.08,0.01,0.02,-0.00
080317123954,014682000781772,42.36132800,-71.089508000,851,0.41,0,0.29,-0.47,0.47,310.18,0.08,-0.08,9.49,61.64,-73.00,18.78,0.01,0.02,0.00
080317124003,014682000781772,42.36132800,-71.089508000,868,0.39,0,0.35,-0.48,0.24,310.41,0.04,-0.08,9.41,61.91,-72.73,19.08,0.01,0.02,0.00
080317124011,014682000781772,42.36133600,-71.089508000,881,0.44,0,0.34,-0.48,0.48,310.25,0.08,-0.08,9.41,61.64,-72.82,19.08,0.01,0.02,0.00
080317124019,014682000781772,42.36133600,-71.089508000,878,0.42,0,0.36,-0.71,0.71,310.25,0.12,-0.12,9.49,61.64,-72.82,19.08,0.01,0.02,-0.00
080317124028,014682000781772,42.36133600,-71.089508000,878,0.37,0,0.31,-0.24,0.71,310.23,0.12,-0.04,9.49,61.45,-72.64,18.78,0.01,0.02,-0.00
080317124036,014682000781772,42.36133600,-71.089508000,889,0.45,0,0.27,-0.47,0.47,310.25,0.08,-0.08,9.49,61.64,-72.82,18.57,0.01,0.02,-0.00
080317124044,014682000781772,42.36133600,-71.089508000,902,0.63,0,0.31,-0.48,0.48,310.09,0.08,-0.08,9.41,61.45,-73.00,19.29,0.01,0.02,-0.00
080317124053,014682000781772,42.36134300,-71.089508000,891,0.66,0,0.26,-0.48,0.24,310.29,0.04,-0.08,9.38,61.82,-72.91,19.18,0.01,0.02,-0.00
080317124101,014682000781772,42.36134300,-71.089508000,887,0.62,0,0.41,-0.24,0.48,310.24,0.08,-0.04,9.45,61.55,-72.73,18.98,0.01,0.02,0.00
080317124109,014682000781772,42.36134300,-71.089508000,910,0.64,0,0.22,-0.48,0.48,310.28,0.08,-0.08,9.41,61.64,-72.73,18.57,0.01,0.02,-0.00
080317124118,014682000781772,42.36134300,-71.089508000,1029,0.68,0,0.41,-0.48,0.48,310.28,0.08,-0.08,9.45,61.64,-72.73,19.18,0.01,0.02,-0.00
080317124127,014682000781772,42.36134300,-71.089508000,908,0.62,0,0.29,-0.48,0.24,310.13,0.04,-0.08,9.45,61.45,-72.91,19.29,0.01,0.02,0.00
080317124134,014682000781772,42.36134300,-71.089508000,1158,0.65,0,0.23,-0.71,0.71,310.40,0.12,-0.12,9.45,61.82,-72.64,19.08,0.01,0.02,0.00
080317124143,014682000781772,42.36134300,-71.089508000,1130,0.66,0,0.34,-0.24,0.48,310.37,0.08,-0.04,9.45,61.91,-72.82,19.29,0.01,0.02,0.00
080317124152,014682000781772,42.36134300,-71.089508000,935,0.78,0,0.19,-0.48,0.72,310.10,0.12,-0.08,9.41,61.55,-73.09,19.29,0.01,0.02,-0.00
080317124159,014682000781772,42.36134300,-71.089508000,1184,0.71,0,0.25,-0.24,0.48,310.21,0.08,-0.04,9.38,61.64,-72.91,19.18,0.01,0.02,0.00
080317124208,014682000781772,42.36134300,-71.089508000,1254,0.82,0,0.16,-0.71,0.24,310.10,0.04,-0.12,9.45,61.55,-73.09,19.29,0.01,0.02,-0.00
080317124217,014682000781772,42.36134300,-71.089508000,1265,0.82,0,0.17,-0.23,1.17,310.21,0.20,-0.04,9.57,61.64,-72.91,19.39,0.01,0.02,-0.00
080317124225,014682000781772,42.36134300,-71.089508000,1283,0.82,0,0.24,-0.48,0.48,310.02,0.08,-0.08,9.45,61.36,-73.09,18.98,0.01,0.02,-0.00
080317124233,014682000781772,42.36134300,-71.089508000,1277,0.71,0,0.31,-0.48,0.48,310.36,0.08,-0.08,9.38,61.82,-72.73,19.08,0.01,0.02,0.00
080317124242,014682000781772,42.36134300,-71.089508000,1199,0.64,0,0.19,-0.24,0.24,310.17,0.04,-0.04,9.49,61.55,-72.91,18.98,0.01,0.02,-0.00
080317124250,014682000781772,42.36134300,-71.089508000,1193,0.64,0,0.23,-0.48,0.48,310.25,0.08,-0.08,9.45,61.73,-72.91,18.78,0.01,0.02,0.00
080317124259,014682000781772,42.36134300,-71.089508000,1223,0.81,0,0.27,-0.47,0.47,310.17,0.08,-0.08,9.49,61.55,-72.91,18.88,0.01,0.02,-0.00
080317124307,014682000781772,42.36134300,-71.089508000,1217,0.83,0,0.23,-0.24,0.71,310.21,0.12,-0.04,9.53,61.64,-72.91,19.69,0.01,0.02,-0.00
080317124315,014682000781772,42.36134300,-71.089508000,1217,0.72,0,0.27,-0.47,0.71,310.11,0.12,-0.08,9.49,61.27,-72.73,19.29,0.01,0.02,-0.00
080317124324,014682000781772,42.36134300,-71.089508000,1205,0.75,0,0.38,-0.24,0.24,310.25,0.04,-0.04,9.41,61.64,-72.82,19.08,0.01,0.02,0.00
080317124332,014682000781772,42.36134300,-71.089508000,614,0.68,0,0.32,-0.71,0.00,310.22,0.00,-0.12,9.49,61.73,-73.00,19.29,0.01,0.02,-0.00
080317124340,014682000781772,42.36134300,-71.089508000,133,0.79,0,0.27,-0.71,0.47,310.05,0.08,-0.12,9.49,61.36,-73.00,19.90,0.01,0.02,-0.00
080317124349,014682000781772,42.36135100,-71.089508000,199,0.73,0,0.33,-0.71,0.48,310.02,0.08,-0.12,9.45,61.45,-73.18,19.59,0.01,0.02,0.00
080317124357,014682000781772,42.36135100,-71.089508000,206,0.72,0,0.19,-0.48,0.48,310.13,0.08,-0.08,9.41,61.45,-72.91,19.29,0.01,0.02,-0.00
080317124406,014682000781772,42.36135100,-71.089508000,162,0.68,0,0.28,-0.48,0.72,310.25,0.12,-0.08,9.41,61.64,-72.82,19.18,0.01,0.02,0.00
080317124414,014682000781772,42.36135100,-71.089508000,15,8.06,0,0.55,-0.96,-1.68,312.63,-0.27,-0.16,9.34,66.27,-72.00,18.37,-0.01,0.03,-0.00
080317124422,014682000781772,42.36135100,-71.089508000,12,7.31,1,0.28,0.48,0.71,315.55,0.12,0.08,9.45,71.64,-70.27,18.06,0.01,0.02,-0.00
080317124431,014682000781772,42.36135100,-71.089508000,11,6.27,1,0.33,0.24,0.72,315.55,0.12,0.04,9.41,71.09,-69.73,18.47,0.01,0.02,-0.00
080317124439,014682000781772,42.36135100,-71.089508000,11,7.19,1,0.32,0.47,0.71,315.41,0.12,0.08,9.49,70.91,-69.91,18.47,0.01,0.02,0.00
080317124448,014682000781772,42.36135100,-71.089508000,13,6.04,1,0.27,0.71,0.95,315.44,0.16,0.12,9.49,70.91,-69.82,18.78,0.01,0.02,-0.00
080317124455,014682000781772,42.36135100,-71.089508000,11,6.53,1,0.40,0.47,0.47,315.44,0.08,0.08,9.49,71.09,-70.00,18.98,0.02,0.02,0.00
080317124504,014682000781772,42.36135100,-71.089508000,14,5.96,1,0.37,0.00,0.94,315.55,0.16,0.00,9.53,71.09,-69.73,19.29,0.01,0.02,0.00
080317124513,014682000781772,42.36135100,-71.089508000,13,7.11,1,0.32,0.96,1.44,315.48,0.24,0.16,9.34,71.00,-69.82,18.67,0.01,0.02,-0.00
080317124521,014682000781772,42.36135100,-71.089508000,13,7.05,1,0.29,0.47,0.71,315.48,0.12,0.08,9.53,71.18,-70.00,19.39,0.01,0.02,0.00
080317124529,014682000781772,42.36135100,-71.089508000,16,7.01,1,0.48,0.70,0.70,315.33,0.12,0.12,9.61,71.09,-70.27,19.49,0.01,0.02,-0.00
080317124538,014682000781772,42.36135100,-71.089508000,14,6.52,1,0.29,0.71,0.95,315.33,0.16,0.12,9.45,70.91,-70.09,19.59,0.01,0.02,-0.00
080317124546,014682000781772,42.36135100,-71.089508000,13,6.47,1,0.21,0.73,0.48,315.48,0.08,0.12,9.30,71.18,-70.00,19.08,0.01,0.02,0.00
080317124555,014682000781772,42.36135100,-71.089508000,15,6.43,1,0.45,0.95,0.72,315.48,0.12,0.16,9.41,71.09,-69.91,19.59,0.01,0.02,-0.00
080317124603,014682000781772,42.36135100,-71.089508000,13,7.37,1,0.36,0.95,0.71,315.52,0.12,0.16,9.49,71.09,-69.82,19.08,0.01,0.02,-0.00
080317124611,014682000781772,42.36136200,-71.089508000,16,6.61,1,0.42,0.48,1.19,315.44,0.20,0.08,9.41,71.18,-70.09,19.49,0.01,0.01,0.00
080317124620,014682000781772,42.36136200,-71.089508000,13,6.44,1,0.37,0.47,0.71,315.37,0.12,0.08,9.49,71.00,-70.09,18.16,0.01,0.02,0.00
080317124629,014682000781772,42.36136200,-71.089508000,15,6.68,1,0.24,0.71,0.47,315.41,0.08,0.12,9.49,71.09,-70.09,18.67,0.01,0.02,0.00
080317124636,014682000781772,42.36136200,-71.089508000,12,6.46,1,0.39,0.47,0.47,315.48,0.08,0.08,9.49,71.09,-69.91,18.67,0.00,0.02,0.00
080317124645,014682000781772,42.36136200,-71.089508000,16,6.44,1,0.29,0.47,0.71,315.41,0.12,0.08,9.53,71.00,-70.00,19.08,0.01,0.02,-0.00
080317124654,014682000781772,42.36136200,-71.089508000,14,6.44,1,0.34,1.18,0.95,315.33,0.16,0.20,9.49,70.82,-70.00,19.39,0.01,0.02,-0.00
080317124702,014682000781772,42.36136200,-71.089508000,14,7.10,1,0.45,0.71,0.95,315.37,0.16,0.12,9.49,70.82,-69.91,18.88,0.01,0.02,-0.00
080317124710,014682000781772,42.36136200,-71.089508000,10,6.75,1,0.22,0.71,0.71,315.44,0.12,0.12,9.45,71.09,-70.00,18.88,0.01,0.02,-0.00
080317124718,014682000781772,42.36136200,-71.089508000,13,5.86,1,0.28,-0.24,0.47,315.37,0.08,-0.04,9.49,70.91,-70.00,18.98,0.01,0.02,-0.00
080317124727,014682000781772,42.36136200,-71.089508000,10,6.26,1,0.30,0.71,0.71,315.33,0.12,0.12,9.53,70.73,-69.91,18.98,0.01,0.02,-0.00
080317124735,014682000781772,42.36136200,-71.089508000,13,6.17,1,0.42,0.24,0.71,315.63,0.12,0.04,9.53,71.18,-69.64,18.57,0.01,0.02,-0.00
080317124743,014682000781772,42.36136200,-71.089508000,12,5.75,1,0.41,-0.24,0.94,315.52,0.16,-0.04,9.53,71.09,-69.82,19.08,0.01,0.02,-0.00
080317124752,014682000781772,42.36136200,-71.089508000,15,6.02,1,0.23,0.00,0.48,315.55,0.08,0.00,9.45,71.09,-69.73,18.78,0.01,0.02,0.00
080317124801,014682000781772,42.36136200,-71.089508000,12,5.96,1,0.22,-0.23,0.94,315.59,0.16,-0.04,9.57,71.18,-69.73,18.78,0.01,0.02,0.00
080317124808,014682000781772,42.36136200,-71.089508000,16,5.10,1,0.48,-0.48,0.48,315.74,0.08,-0.08,9.45,71.27,-69.45,18.98,0.00,0.02,-0.00
080317124817,014682000781772,42.36136200,-71.089508000,12,6.31,1,0.53,-0.48,0.95,315.63,0.16,-0.08,9.41,71.00,-69.45,18.16,0.01,0.02,-0.00
080317124826,014682000781772,42.36136200,-71.089508000,15,6.78,1,0.31,-0.24,0.47,315.77,0.08,-0.04,9.49,71.64,-69.73,18.78,0.01,0.02,0.00
080317124834,014682000781772,42.36136200,-71.089508000,13,5.46,1,0.17,0.24,0.24,315.63,0.04,0.04,9.49,71.27,-69.73,19.08,0.01,0.02,-0.00
080317124842,014682000781772,42.36136200,-71.089508000,15,6.27,1,0.36,0.70,0.70,315.66,0.12,0.12,9.57,71.45,-69.82,18.78,0.01,0.02,0.00
080317124850,014682000781772,42.36136200,-71.089508000,13,5.81,1,0.27,0.00,0.70,315.63,0.12,0.00,9.57,71.18,-69.64,18.57,0.01,0.02,-0.00
080317124859,014682000781772,42.36136200,-71.089508000,17,6.23,1,0.25,0.00,0.24,315.67,0.04,0.00,9.41,71.27,-69.64,18.98,0.01,0.02,0.00
080317124908,014682000781772,42.36136200,-71.089508000,16,6.31,1,0.27,-0.24,0.48,315.78,0.08,-0.04,9.41,71.27,-69.36,18.47,0.01,0.02,0.00
080317124916,014682000781772,42.36136200,-71.089508000,14,6.52,1,0.25,0.00,0.47,315.67,0.08,0.00,9.49,71.18,-69.55,18.88,0.01,0.02,-0.00
080317124924,014682000781772,42.36136200,-71.089508000,17,6.92,1,0.42,-0.24,0.47,315.59,0.08,-0.04,9.49,71.18,-69.73,18.78,0.01,0.02,-0.00
080317124932,014682000781772,42.36136200,-71.089508000,19,5.81,1,0.30,-0.24,0.48,315.67,0.08,-0.04,9.45,71.27,-69.64,18.57,0.00,0.02,0.00
080317124941,014682000781772,42.36136200,-71.089508000,20,6.26,1,0.28,0.00,0.71,315.74,0.12,0.00,9.45,71.36,-69.55,18.37,0.01,0.02,0.00
080317124950,014682000781772,42.36136200,-71.089508000,16,6.07,1,0.37,0.00,0.71,315.59,0.12,0.00,9.53,71.00,-69.55,18.47,0.01,0.02,-0.00
080317124958,014682000781772,42.36136200,-71.089508000,15,6.47,1,0.27,-0.24,0.48,315.70,0.08,-0.04,9.41,71.27,-69.55,18.88,0.01,0.02,-0.00
080317125006,014682000781772,42.36136200,-71.089508000,21,5.65,1,0.23,0.24,0.47,315.63,0.08,0.04,9.53,71.18,-69.64,19.08,0.01,0.02,-0.00
080317125015,014682000781772,42.36136200,-71.089508000,20,5.87,1,0.35,-0.24,0.47,315.59,0.08,-0.04,9.53,71.18,-69.73,18.67,0.01,0.02,-0.00
080317125023,014682000781772,42.36136200,-71.089508000,16,6.01,1,0.25,0.00,0.48,315.63,0.08,0.00,9.45,71.18,-69.64,18.98,0.01,0.02,-0.00
080317125031,014682000781772,42.36136200,-71.089508000,16,6.28,1,0.25,0.24,0.72,315.59,0.12,0.04,9.34,71.09,-69.64,18.78,0.01,0.02,-0.00
080317125040,014682000781772,42.36136200,-71.089508000,19,6.37,1,0.13,-0.24,0.72,315.70,0.12,-0.04,9.41,71.27,-69.55,19.08,0.01,0.02,0.00
080317125049,014682000781772,42.36136200,-71.089508000,16,6.10,1,0.31,0.00,0.95,315.59,0.16,0.00,9.41,71.36,-69.91,18.98,0.01,0.02,-0.00
080317125127,014682000781772,42.36139300,-71.089378000,17,-0.17,0,0.34,0.00,0.71,315.74,0.12,0.00,9.49,71.18,-69.36,18.98,0.01,0.02,-0.00
080317125135,014682000781772,42.36137000,-71.089409000,15,-0.30,0,0.34,0.00,0.47,315.59,0.08,0.00,9.53,71.27,-69.82,18.98,-0.01,0.02,-0.00
080317125143,014682000781772,42.36137800,-71.089401000,15,-0.13,0,0.25,-0.24,0.71,315.63,0.12,-0.04,9.49,71.00,-69.45,18.88,0.01,0.02,-0.00
080317125152,014682000781772,42.36137800,-71.089401000,18,-0.29,0,0.22,0.00,0.94,315.82,0.16,0.00,9.53,71.27,-69.27,18.67,0.01,0.02,0.00
080317125201,014682000781772,42.36138500,-71.089401000,16,-0.13,0,0.33,-0.24,0.47,315.74,0.08,-0.04,9.53,71.18,-69.36,18.37,0.01,0.02,-0.00
080317125208,014682000781772,42.36138500,-71.089401000,16,0.37,0,0.40,-0.48,0.24,315.56,0.04,-0.08,9.34,70.91,-69.55,19.18,0.01,0.02,0.00
080317125217,014682000781772,42.36138500,-71.089401000,21,-0.13,0,0.25,0.00,0.48,315.55,0.08,0.00,9.41,71.09,-69.73,18.47,0.01,0.02,-0.00
080317125226,014682000781772,42.36139300,-71.089409000,20,-0.20,0,0.37,-0.24,0.71,315.70,0.12,-0.04,9.45,71.18,-69.45,18.78,0.01,0.02,-0.00
080317125234,014682000781772,42.36140100,-71.089409000,19,-0.77,0,0.39,0.00,0.24,315.63,0.04,0.00,9.49,71.09,-69.55,18.98,0.01,0.02,-0.00
080317125242,014682000781772,42.36140100,-71.089409000,16,-0.07,0,0.31,-0.24,0.48,315.63,0.08,-0.04,9.38,71.00,-69.45,18.47,0.00,0.02,-0.00
080317125250,014682000781772,42.36140800,-71.089409000,17,-0.32,0,0.24,-0.24,0.71,315.63,0.12,-0.04,9.45,71.00,-69.45,18.57,0.01,0.02,0.00
080317125259,014682000781772,42.36141600,-71.089409000,19,-0.33,0,0.23,0.00,0.71,315.67,0.12,0.00,9.45,71.27,-69.64,18.78,0.01,0.02,-0.00
080317125308,014682000781772,42.36141600,-71.089409000,17,-0.24,0,0.22,0.00,0.24,315.41,0.04,0.00,9.49,70.64,-69.64,19.49,0.01,0.02,-0.00
080317125316,014682000781772,42.36141600,-71.089409000,20,0.20,0,0.39,-0.24,0.71,315.52,0.12,-0.04,9.45,71.09,-69.82,18.57,0.01,0.02,-0.00
080317125324,014682000781772,42.36141600,-71.089409000,16,-0.16,0,0.43,-0.47,0.70,315.59,0.12,-0.08,9.57,71.09,-69.64,18.98,0.01,0.02,0.00
080317125333,014682000781772,42.36141600,-71.089409000,19,-0.15,0,0.58,0.00,0.71,315.59,0.12,0.00,9.53,71.00,-69.55,18.88,0.01,0.02,-0.00
080317125341,014682000781772,42.36142700,-71.089401000,18,-0.15,0,0.34,-0.24,0.48,315.67,0.08,-0.04,9.41,71.00,-69.36,19.29,0.01,0.02,-0.00
080317125350,014682000781772,42.36142700,-71.089401000,17,-0.28,0,0.36,0.00,0.70,315.63,0.12,0.00,9.61,71.09,-69.55,19.69,0.01,0.02,0.00
080317125358,014682000781772,42.36143500,-71.089401000,19,-0.14,0,0.33,-0.24,0.72,315.67,0.12,-0.04,9.41,71.09,-69.45,18.78,0.01,0.02,-0.00
080317125406,014682000781772,42.36143500,-71.089401000,20,-0.37,0,0.57,0.00,0.95,315.63,0.16,0.00,9.41,71.18,-69.64,19.29,0.01,0.02,-0.00
080317125414,014682000781772,42.36143500,-71.089401000,19,0.16,0,0.32,0.00,0.24,315.67,0.04,0.00,9.45,71.09,-69.45,18.47,0.01,0.02,-0.00
080317125423,014682000781772,42.36143500,-71.089401000,16,0.12,0,0.41,0.00,0.71,315.74,0.12,0.00,9.45,71.18,-69.36,17.96,0.01,0.02,-0.00
